carat,depth,table,price,'x','y','z',cut_Fair,cut_Good,cut_Ideal,cut_Prem,cut_V_good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.32,62.2,55,1080,4.4,4.38,2.73,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,62.2,56,1046,4.34,4.31,2.69,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,62.1,56,1046,4.36,4.33,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,62.1,55,1046,4.35,4.34,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,62,56,1046,4.36,4.32,2.69,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,62,56,1013,4.34,4.3,2.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.33,61.8,55,1028,4.47,4.49,2.77,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.8,54,1046,4.37,4.33,2.69,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.33,61.5,55,1042,4.44,4.47,2.74,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.5,55,1061,4.34,4.37,2.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.36,61.4,56,1063,4.57,4.61,2.82,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.4,56,1061,4.38,4.41,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,61.1,57,1013,4.39,4.35,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.35,60.7,57,1073,4.6,4.56,2.78,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.34,60.7,57,1074,4.5,4.53,2.74,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.36,60.3,57,1063,4.61,4.65,2.79,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,61.6,58,1013,4.35,4.32,2.67,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.5,58,1046,4.35,4.33,2.67,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,60.7,58,1013,4.37,4.33,2.64,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.35,62,54,1027,4.55,4.58,2.83,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.33,60.3,58,1014,4.49,4.46,2.7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.33,57.9,60,1052,4.57,4.55,2.64,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,62.9,55,1020,4.41,4.37,2.76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,62.4,56,1033,4.6,4.64,2.88,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,62.4,55,1020,4.42,4.4,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,62.4,55,1025,4.32,4.3,2.69,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,62.3,55,1044,4.5,4.52,2.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,62.2,53,1029,4.59,4.61,2.86,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,62.2,56,1052,4.45,4.43,2.76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,62.1,55,1056,4.6,4.64,2.87,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,62.1,56,1052,4.44,4.41,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,62,54,1028,4.39,4.35,2.71,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,61.9,55,1029,4.56,4.59,2.83,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.9,54,1014,4.46,4.49,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.9,57,1014,4.47,4.48,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.9,54,1052,4.46,4.42,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,61.8,56,1041,4.57,4.52,2.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,61.8,55,1044,4.54,4.56,2.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.8,55,1052,4.48,4.45,2.76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,61.8,55,1020,4.43,4.41,2.73,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.7,55,1014,4.48,4.5,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.7,55,1052,4.47,4.45,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.38,61.6,56,1074,4.67,4.72,2.89,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,61.6,55,1074,4.57,4.59,2.82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.6,56,1014,4.48,4.51,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.6,55,1052,4.51,4.48,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.6,53,1052,4.47,4.43,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.6,56,1052,4.48,4.45,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,61.5,56,1056,4.6,4.64,2.84,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,61.4,55,1056,4.63,4.66,2.85,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,61.4,55,1044,4.56,4.59,2.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.3,57,1052,4.46,4.42,2.72,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,61.2,56,1056,4.65,4.67,2.85,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,61.2,56,1056,4.61,4.64,2.83,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,61.2,57,1020,4.43,4.4,2.7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,61.1,56,1044,4.54,4.59,2.79,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,60.9,56,1020,4.43,4.41,2.69,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,60.5,57,1020,4.44,4.42,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,60.1,57,1014,4.54,4.58,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,62.5,60,1074,4.49,4.53,2.82,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,62.3,59,1014,4.46,4.49,2.79,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,62,60,1020,4.41,4.37,2.72,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,61.8,55,1020,4.45,4.39,2.73,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,61,59,1074,4.55,4.6,2.79,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,60.8,58,1052,4.46,4.42,2.7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,60.6,60,1044,4.54,4.57,2.76,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,59.9,58,1020,4.43,4.42,2.65,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.37,59.8,58,1064,4.71,4.69,2.81,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,59.4,59,1020,4.51,4.48,2.67,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,58.4,62,1071,4.43,4.4,2.58,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,62.2,58,1044,4.45,4.52,2.79,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.35,59.1,59,1044,4.59,4.62,2.72,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,62.1,54,1046,4.37,4.33,2.7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,62.1,55,1013,4.3,4.27,2.66,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,61.9,55,1074,4.76,4.77,2.95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.39,61.9,55.6,1039,4.68,4.7,2.91,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.36,61.9,57,1013,4.6,4.55,2.83,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.31,61.8,56,1046,4.38,4.36,2.7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,61.8,55,1013,4.31,4.3,2.66,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,61.5,56,1013,4.34,4.31,2.66,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,60.9,58,1074,4.75,4.78,2.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.35,60.9,57,1028,4.58,4.6,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.32,60.9,56,1080,4.42,4.41,2.69,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.35,60.8,56,1017,4.61,4.6,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,60.8,56,1013,4.37,4.35,2.65,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.35,60.7,56,1017,4.62,4.61,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.38,60,60,1064,4.71,4.76,2.84,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.31,60,57,1046,4.41,4.39,2.64,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.38,58.9,58,1064,4.69,4.81,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.33,62.9,58,1010,4.43,4.38,2.77,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,62.9,58,1013,4.29,4.26,2.69,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.33,61.7,59,1010,4.45,4.43,2.74,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.31,61.7,58,1046,4.36,4.33,2.68,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.32,61.2,58,1080,4.39,4.37,2.68,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.31,61,58,1046,4.38,4.34,2.66,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.31,60.5,58,1046,4.44,4.38,2.67,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,60.4,60,1013,4.34,4.3,2.61,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,64,56,1044,4.66,4.69,2.99,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,62.8,54,1053,4.7,4.72,2.96,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.41,62.6,57,1076,4.78,4.74,2.98,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4,62.4,56,1050,4.73,4.7,2.94,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.43,62.3,53,1046,4.82,4.9,3.02,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4,62.2,56,1050,4.75,4.71,2.94,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.45,62,54,1043,4.94,4.97,3.07,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.43,62,55,1056,4.83,4.85,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.43,61.2,58,1056,4.83,4.88,2.97,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4,62.6,56,1063,4.75,4.71,2.96,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.4,62.4,56,1063,4.74,4.71,2.95,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3,61.5,56,489,4.32,4.33,2.66,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3,61.5,57,489,4.29,4.36,2.66,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.4,62.7,60,1063,4.7,4.64,2.93,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.4,62.2,61,1063,4.71,4.68,2.92,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.41,63.5,54,1061,4.75,4.7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.41,62.7,56,1015,4.78,4.73,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.6,57,1015,4.78,4.74,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.4,57,1040,4.84,4.77,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.3,57,1040,4.8,4.77,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.3,55,1015,4.79,4.77,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.2,57,1015,4.76,4.7,2.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,62.2,54,1066,4.69,4.65,2.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62,55,1040,4.84,4.83,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.9,56,1040,4.84,4.82,2.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.9,57,1040,4.82,4.77,2.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.8,57,1040,4.81,4.77,2.96,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.7,56,1040,4.83,4.79,2.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.7,54,1015,4.79,4.78,2.95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.6,56,1036,4.86,4.82,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.6,55,1015,4.8,4.78,2.95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.5,56,1064,4.87,4.82,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.5,56,1040,4.85,4.81,2.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.4,56,1015,4.8,4.77,2.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61,57,1015,4.8,4.78,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,60.8,57,1015,4.84,4.8,2.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.45,60.6,55,1027,4.99,4.97,3.02,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,60.3,57,1015,4.86,4.82,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.9,58,1015,4.75,4.7,2.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.8,58,1040,4.79,4.76,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.4,60,1022,4.82,4.79,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.1,59,1040,4.79,4.77,2.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.1,59,1015,4.76,4.74,2.95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.9,59,1040,4.81,4.76,2.96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.4,58,1015,4.78,4.76,2.93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.2,58,1064,4.87,4.83,2.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.1,59,1064,4.89,4.83,2.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.1,60,1040,4.83,4.79,2.94,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61,59,1015,4.78,4.76,2.91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,60.8,59,1040,4.85,4.82,2.94,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,60.5,60,1015,4.81,4.77,2.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,60.1,58,1064,4.93,4.89,2.95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,59.8,59,1040,4.91,4.86,2.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,59.6,59,1015,4.85,4.82,2.88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,63.1,59,1015,4.71,4.7,2.97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.45,63.9,57,1063,4.86,4.81,3.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.9,56,1016,4.83,4.8,3.03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,62.6,56,1040,4.9,4.84,3.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.3,57,1016,4.82,4.78,2.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.2,54,1074,4.76,4.72,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.5,56,1016,4.9,4.85,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,61.1,56,1040,4.92,4.9,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,62.9,58,1040,4.88,4.85,3.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.4,56,1016,4.83,4.79,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,62.3,59,1040,4.88,4.84,3.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.3,56,1059,4.78,4.76,2.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.2,58,1073,5.03,4.87,3.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,62.2,60,1040,4.86,4.79,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46,61.8,57,1035,4.98,4.93,3.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,60.2,60,1016,4.94,4.89,2.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,63.2,56,1015,4.74,4.72,2.99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.26,62,54,384,4.08,4.11,2.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46,61.4,62,1042,4.92,4.95,3.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46,59.3,63,1032,5.09,5.02,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,65.6,54,1052,5.07,5.02,3.31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,64.7,60,1069,4.99,4.84,3.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,63.1,61,1043,5.06,4.98,3.17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
